source_id,object_type,ra_deg,dec_deg,parallax_mas,distance_pc,phot_g_mean_mag,abs_mag_g,size_km,vx_au_d,vy_au_d,vz_au_d,speed_km_s,gm_km3_s2,mass_kg,density_g_cm3,mean_radius_km,albedo,rot_per_hr,H
20000049,asteroid,342.102651789,-4.696435134,78527307.198619798,1.273442367597e-05,,,166.252000,1.752470955244e-03,1.022307501735e-02,4.712884791439e-03,19.725974918,,,,,0.048000,20.705000,7.990000
20002060,asteroid,23.318259281,10.252513761,11207899.691857243,8.922278281332e-05,,,166.000000,-1.854029385340e-03,2.574442260111e-03,6.914792137192e-04,5.622123646,,,,,0.150000,5.918000,5.550000
20000059,asteroid,356.486386958,-2.494095538,85189835.920840025,1.173848956499e-05,,,165.119000,2.970573244190e-04,1.124122819936e-02,2.987712141272e-03,20.145995346,,,,,0.044000,13.671000,8.090000
20000386,asteroid,76.877042714,2.586312737,81546610.709994376,1.226292535390e-05,,,165.010000,-1.078075989282e-02,3.793471525251e-03,1.114681653775e-03,19.882200964,,,,,0.069200,9.763000,7.750000
20000128,asteroid,248.865243325,-21.379752239,70191488.399033263,1.424674163219e-05,,,162.515000,9.361226309885e-03,-1.643163094429e-03,-1.860960321212e-03,16.768845824,,,,,0.067000,38.932500,7.670000
20000194,asteroid,108.511711035,7.796824501,67296484.237954587,1.485961727903e-05,,,161.667000,-8.786501523457e-03,-1.470207945792e-03,8.481566370766e-04,15.494699764,,,,,0.057000,15.679000,7.840000
20000654,asteroid,53.574460764,31.327992500,100384643.011477634,9.961683082199e-06,,,160.736000,-1.126505959642e-02,5.521852403386e-03,-1.342554514476e-03,21.846215317,,,,,0.027000,31.735000,8.600000
20000185,asteroid,18.384559798,-8.837734406,86260641.759091213,1.159277255081e-05,,,160.464000,-3.587511279314e-03,1.119648118144e-02,1.099656441814e-03,20.445908062,,,,,0.062000,21.797000,7.630000
20000146,asteroid,103.387817714,26.999534218,73193554.160206750,1.366240526879e-05,,,160.310000,-9.456828480151e-03,-3.327852574829e-03,8.686427068601e-04,17.423373025,,,,,0.036000,18.557000,8.510000
20000054,asteroid,134.504586093,17.407059377,63843210.199332714,1.566337276709e-05,,,160.120000,-5.945521964146e-03,-4.773002652908e-03,-3.991645967786e-03,14.900996735,,,,,0.059000,7.024000,7.960000
20000596,asteroid,134.902964852,30.117160188,66604570.450874329,1.501398467448e-05,,,159.726000,-6.226181511933e-03,-6.893911781847e-03,-1.996705101984e-03,16.451408424,,,,,0.040000,15.848000,8.930000
20000444,asteroid,31.392790113,9.510980193,86574646.171539277,1.155072580971e-05,,,159.331000,-5.329632838709e-03,1.040089805883e-02,2.240925744390e-03,20.604002782,,,,,0.051000,6.214000,8.070000
20000190,asteroid,283.544490013,-16.942510004,44544473.401285753,2.244947405689e-05,,,159.000000,7.041969876317e-03,1.962099113188e-03,5.468299465426e-04,12.692676454,,,,,0.066000,6.521000,7.880000
20000238,asteroid,177.696320646,-0.371021509,66231070.658174329,1.509865369928e-05,,,155.659000,-8.922222474339e-04,-9.171306372561e-03,-1.805243386232e-03,16.257985533,,,,,0.039000,8.874900,8.040000
