date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-04-17,602 ENCELADUS,602,8.432394442462392,-5.006749286299103,-0.24843038172525533,0.004107981560236697,0.01105971679546933,-0.0036218151864043212
2023-04-18,602 ENCELADUS,602,8.432836042464345,-5.00289177327995,-0.2479206483478904,0.009380895708943772,0.0022915248234601435,0.0004640600751940323
2023-04-19,602 ENCELADUS,602,8.434505420054313,-4.996092150855633,-0.24907168646666222,-0.0007932055867368123,-0.0007905089566274265,0.0030670816379682383
2023-04-20,602 ENCELADUS,602,8.439335199799535,-4.990869084245315,-0.24970214824222992,-0.0034702718991119013,0.008662056388308522,-0.0016280043575005476
2023-04-21,602 ENCELADUS,602,8.442156640916151,-4.988184411949685,-0.24880648437810904,0.007377343832328791,0.009457176459126158,-0.0030962166183012693
2023-04-22,602 ENCELADUS,602,8.442296018160084,-4.9832731439634586,-0.24881726757003575,0.0072733434556389925,-0.0002884410635256307,0.0020234808063401164
2023-04-23,602 ENCELADUS,602,8.445139373343487,-4.976392510310552,-0.2501220729424849,-0.003495798919487175,0.0014702642816731477,0.002146592415512679
2023-04-24,602 ENCELADUS,602,8.449955629905075,-4.97221846395093,-0.2501987501699152,-0.0007541612360326234,0.010707662696994222,-0.0029611959426905123
2023-04-25,602 ENCELADUS,602,8.451577542239715,-4.9693430505987255,-0.24928416574032264,0.009414709066026318,0.006661035161201799,-0.0018254469790681097
2023-04-26,602 ENCELADUS,602,8.452019617901568,-4.9634078595040805,-0.24985849731749687,0.00398469397531068,-0.0015687306154648323,0.0030161310421257218
2023-04-27,602 ENCELADUS,602,8.455950932853472,-4.956965741053315,-0.25103639954485657,-0.004703558139754746,0.004558532846106714,0.0006473592739858194
2023-04-28,602 ENCELADUS,602,8.460176259480145,-4.95368658517326,-0.25058409185534525,0.0028083676984539943,0.011273087405165489,-0.0036005694531829396
2023-04-29,602 ENCELADUS,602,8.460821769596711,-4.950130103568355,-0.2499292678569074,0.009687550091182806,0.0033954269178829463,-0.0001374738458242463
2023-04-30,602 ENCELADUS,602,8.462087383608207,-4.943460967054461,-0.2509656804066218,0.00034848390489406004,-0.0012481061906868007,0.00320327343096094
2023-05-01,602 ENCELADUS,602,8.466749900668109,-4.937865857477169,-0.2517679625671587,-0.004117436400254459,0.007717153576522793,-0.001062750565781129
2023-05-02,602 ENCELADUS,602,8.46994949885876,-4.935101337077229,-0.250943846349855,0.006315657199943855,0.010194566110765331,-0.003372838192119394
2023-05-03,602 ENCELADUS,602,8.470091752566562,-4.930545480952618,-0.2507615596362629,0.008136440001976507,0.0005044657124596733,0.0015309926258665
2023-05-04,602 ENCELADUS,602,8.472488985700739,-4.923613134970898,-0.2520432019891372,-0.0027347650519460053,0.0005779832370988974,0.002547586425534541
2023-05-05,602 ENCELADUS,602,8.477344688265504,-4.919061168233894,-0.25231488244688727,-0.001865971857378181,0.010167151500737603,-0.0025629483050404883
2023-05-06,602 ENCELADUS,602,8.479337538812295,-4.916294071954427,-0.25137253653621383,0.008858581277482092,0.0077401675592422055,-0.0023303463174400548
2023-05-07,602 ENCELADUS,602,8.479575486979703,-4.9106739864822995,-0.25175489307522825,0.005174082929404002,-0.0012793646570431693,0.002755957439146407
2023-05-08,602 ENCELADUS,602,8.483124695152114,-4.9040075860774905,-0.25300636117474573,-0.004515109035476039,0.0034570021661466887,0.001213567253935726
2023-05-09,602 ENCELADUS,602,8.487581787282766,-4.900433384349891,-0.2527243050885768,0.0015016918427796329,0.011284502489890538,-0.0034728220030625897
2023-05-10,602 ENCELADUS,602,8.488489481091431,-4.897140791333199,-0.2519496367678651,0.00977316805470628,0.004542938754952803,-0.0007405147110629185
2023-05-11,602 ENCELADUS,602,8.489390328268316,-4.890660844489063,-0.252844527585359,0.001558810229673668,-0.0015223341916853431,0.0032365242816043078
2023-05-12,602 ENCELADUS,602,8.49382155176437,-4.884718459643865,-0.2537995209386732,-0.004558585627301281,0.006684885206782195,-0.00047178745060672857
2023-05-13,602 ENCELADUS,602,8.497379093494265,-4.881810797126534,-0.2530782806459302,0.005137506702887804,0.01076633715113165,-0.0035513789030792026
